-1.9999999999999991,-1.9999999999999991,-1.9999999999999991,-1.9999999999999991
manned,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
slip,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
nightly,-15.106235761615748,-14.153235338689413,-13.75936808694709,-13.86978660094578
duration,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
indicated,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.86978660094578
forgotten,-15.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
18,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
105,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
tax,-15.106235761615748,-13.568272837968257,-14.75936808694709,-12.86978660094578
globetrotting,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
companys,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
steaks,-15.106235761615748,-13.568272837968257,-13.174405586225934,-14.86978660094578
bread,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
icecreams,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
reaches,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
24hour,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lo,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
behold,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
blt,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
customary,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
invoice,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
involuntary,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
bin,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
microwaved,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lays,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lightly,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
salted,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
stomped,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unrecognizable,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
pathetic,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
rightfully,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
defiant,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
upsetting,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
impression,-15.106235761615748,-12.831307243802051,-14.75936808694709,-12.86978660094578
accomplishment,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
overflowed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unsanitary,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
flood,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
darker,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
mattresses,-15.106235761615748,-12.34588041663181,-13.75936808694709,-14.86978660094578
softer,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
differed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
correctly,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.86978660094578
passengers,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
recompense,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
extensively,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
europe,-15.106235761615748,-14.153235338689413,-13.174405586225934,-12.86978660094578
suited,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
endure,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
carestheyre,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
inner,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
feels,-15.106235761615748,-14.153235338689413,-13.174405586225934,-12.86978660094578
grandmothers,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
beaten,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
loop,-15.106235761615748,-13.153235338689413,-14.75936808694709,-11.547858506058416
blue,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
transferring,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
loyal,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
deteriorates,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
decades,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cooling,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
systems,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
skyrocketed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
structure,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
spitting,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lessthanmaintained,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
personally,-15.106235761615748,-13.568272837968257,-12.174405586225934,-14.86978660094578
16th,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
constitute,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
justify,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
preferences,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
booklet,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
therefore,-15.106235761615748,-13.568272837968257,-13.75936808694709,-13.284824100224624
england,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
excellently,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
appalling,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
foyer,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
occur,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
vents,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
rumbled,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
permanently,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
background,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
contributed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
brownies,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cup,-15.106235761615748,-12.34588041663181,-14.75936808694709,-13.284824100224624
lids,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
5night,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
weekends,-15.106235761615748,-14.153235338689413,-14.75936808694709,-12.547858506058416
unpacking,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
colleen,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
argumentative,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
antiquated,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
absent,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
miserly,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
evident,-15.106235761615748,-13.568272837968257,-13.75936808694709,-13.86978660094578
cavalier,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sarcastic,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
teenager,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
diner,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
showerhead,-15.106235761615748,-14.153235338689413,-13.75936808694709,-13.86978660094578
rusted,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
torture,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
stating,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
andrew,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
f,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
gulli,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
1605,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
doubles,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
recall,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
demonstrated,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
slightest,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
frustration,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
surfaced,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
730pm,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
witnessing,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
donna,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
initiative,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
pettiness,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
separately,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
bye,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
phony,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
uppity,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
convey,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
extent,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
insulting,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
appointed,-15.106235761615748,-14.153235338689413,-12.75936808694709,-11.699861599503468
obtuse,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
recognize,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
statistical,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
outlier,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
trade,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
consistent,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
reliable,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
singlehandedly,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
mouthwash,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sole,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
parts,-15.106235761615748,-13.568272837968257,-13.75936808694709,-13.86978660094578
de,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
facto,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
realise,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
idiots,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
create,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
terrace,-15.106235761615748,-12.831307243802051,-12.437439992059728,-12.86978660094578
5th,-15.106235761615748,-13.153235338689413,-13.75936808694709,-12.284824100224624
occuppied,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
indoors,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
insulted,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
bartender,-15.106235761615748,-12.831307243802051,-13.75936808694709,-13.284824100224624
la,-15.106235761615748,-14.153235338689413,-13.75936808694709,-13.284824100224624
carte,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
departure,-15.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
acquaintances,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
candidate,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
recruiting,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
le,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
meridien,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
downside,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.284824100224624
caffeinated,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sullen,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
whelmed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
compete,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
meridian,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
inherited,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
affects,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
registration,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.86978660094578
tear,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
setup,-15.106235761615748,-13.568272837968257,-13.75936808694709,-14.86978660094578
vistas,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
acceptable,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
highlight,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
presentation,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
blah,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
nonluxury,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
725night,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
waaaay,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
nyc,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
350night,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
whistle,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
summon,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cabs,-15.106235761615748,-14.153235338689413,-13.75936808694709,-12.547858506058416
615,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
630,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
645,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
650,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
655,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
andand,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
screw,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
safely,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
ensconced,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
nonetheless,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
mugs,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
audio,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
sync,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
rental,-15.106235761615748,-13.568272837968257,-13.75936808694709,-13.86978660094578
holes,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sufficient,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
newer,-15.106235761615748,-13.568272837968257,-14.75936808694709,-13.284824100224624
olympia,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
seattle,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
inspiring,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
hardwire,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
wire,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
intense,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
trump,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
infrastructure,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
bridge,-15.106235761615748,-14.153235338689413,-13.75936808694709,-13.86978660094578
towners,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
holdover,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
tier,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
ritz,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
restarant,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
7,-15.106235761615748,-12.568272837968257,-14.75936808694709,-12.284824100224624
consulted,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
heavier,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
suit,-15.106235761615748,-13.568272837968257,-13.75936808694709,-14.86978660094578
puor,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
bothers,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
outcome,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
expressed,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
nye,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
worlds,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
smallest,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
uncomfortably,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
springy,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
qtips,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
audible,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
highpitched,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
humming,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unplugged,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
inconsistent,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
intercontinental,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.86978660094578
mints,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
resist,-15.106235761615748,-14.153235338689413,-12.75936808694709,-14.86978660094578
position,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
ache,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
fourth,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
fifth,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sixth,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
comedy,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cheerfully,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
33,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
principle,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
automatic,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
triggered,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
duh,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
compartment,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
itll,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
saving,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
lighted,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
worrying,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sta,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
remind,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
serversbartenders,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
acknowledging,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
today,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
huh,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
pricepoint,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
prominently,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
claiming,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
condescendingly,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
resturant,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
eminities,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
uncaring,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
mod,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
pops,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
desserts,-15.106235761615748,-14.153235338689413,-13.75936808694709,-13.86978660094578
pipes,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
vibrating,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
disapointed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
gripes,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lightbulb,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
rationed,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
refill,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
shared,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.284824100224624
maintain,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
dublin,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
ireland,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
hongkong,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
pros,-15.106235761615748,-12.831307243802051,-14.75936808694709,-13.284824100224624
flowers,-15.106235761615748,-13.568272837968257,-14.75936808694709,-12.284824100224624
soaps,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
impressing,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
miserably,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cared,-15.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
hampon,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
vouchers,-15.106235761615748,-14.153235338689413,-14.75936808694709,-12.86978660094578
lord,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
fantastic,-15.106235761615748,-12.831307243802051,-10.004480584783622,-10.225930411171055
housekeepers,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
school,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
abysmally,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
watresses,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
upward,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
croissant,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
cinnamon,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
laughable,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
tasty,-15.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
bend,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
backwards,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
crumble,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
crumbled,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
opinions,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
lesser,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
moreover,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
decrease,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
eh,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
decreased,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
legal,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
illegal,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
independent,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
brings,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unrefreshed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unclean,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
bucket,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
inability,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
internetim,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
chichi,-15.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
teams,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
attitudes,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
arias,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
hostesses,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
adjoined,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
aon,-15.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
aria,-15.106235761615748,-13.568272837968257,-12.75936808694709,-12.284824100224624
problematic,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
glitches,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
locally,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
isolatinglobby,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
greatly,-15.106235761615748,-14.153235338689413,-13.174405586225934,-14.86978660094578
straighten,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
surface,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
pen,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
nightstand,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
repairs,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cut,-15.106235761615748,-12.568272837968257,-14.75936808694709,-14.86978660094578
board,-15.106235761615748,-13.153235338689413,-14.75936808694709,-13.86978660094578
devices,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
nickled,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
dimed,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
death,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
tack,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
earning,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
51,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
patron,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
packing,-15.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
theft,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
file,-15.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
ryder,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
cupbut,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
handicap,-15.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
